Parent_ID,Parent_Name,Child_SKU,Child_Name,Child_Code,Child_Dims,variationSize,variationColor,productIdentifier,Match_Score,Match_Method
80.0,IM-210 Ramazan Hilal ve Yıldız medium,IM21000BMVPQ,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 57x67cm Matte Gold,IM-210,"(57, 67)",57x67cm,Matte Gold,IM-210,100.0,Sample_Match
81.0,IM-210 Ramazan Hilal ve Yıldız large,IM210006TX1K,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 86x102cm Matte Gold,IM-210,"(86, 102)",86x102cm,Matte Gold,IM-210,100.0,Sample_Match
81.0,IM-210 Ramazan Hilal ve Yıldız large,IM21000FZ8E3,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 86x102cm Black,IM-210,"(86, 102)",86x102cm,Black,IM-210,95.0,ID_Match
82.0,IM-210 Ramazan Hilal ve Yıldız small kaplama,IM210003H93R,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 52x44cm Shiny Gold,IM-210,"(52, 44)",52x44cm,Shiny Gold,IM-210,95.0,ID_Match
82.0,IM-210 Ramazan Hilal ve Yıldız small kaplama,IM210006ZZ95,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 57x67cm Shiny Gold,IM-210,"(57, 67)",57x67cm,Shiny Gold,IM-210,95.0,ID_Match
84.0,IM-210 Ramazan Hilal ve Yıldız large kaplama,IM21000MZRDE,IM-210 Ramazan Hilal ve Yıldız Masif Ahşap Tabanlı 86x102cm Shiny Gold,IM-210,"(86, 102)",86x102cm,Shiny Gold,IM-210,95.0,ID_Match
86.0,kufi tekli 43,IM059004BABC,IM-059 Kufi Kare Ayetel Kursi 43x43cm Matte Gold,IM-59,"(43, 43)",43x43cm,Matte Gold,IM-059,100.0,Sample_Match
86.0,kufi tekli 43,IM05900NHBZ6,IM-059 Kufi Kare Ayetel Kursi 43x43cm Matte Copper,IM-59,"(43, 43)",43x43cm,Matte Copper,IM-059,100.0,Sample_Match
88.0,IMS-008 kufi 3 lü 43,IMS008087BFF,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 43x43cm Matte Silver",IMS-8,"(43, 43)",43x43cm,Matte Silver,IMS-008,95.0,ID_Match
88.0,IMS-008 kufi 3 lü 43,IMS0080FEVQZ,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 43x43cm Matte Gold",IMS-8,"(43, 43)",43x43cm,Matte Gold,IMS-008,95.0,ID_Match
88.0,IMS-008 kufi 3 lü 43,IMS0080PWNP5,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 43x43cm Matte Copper",IMS-8,"(43, 43)",43x43cm,Matte Copper,IMS-008,95.0,ID_Match
88.0,IMS-008 kufi 3 lü 43,IMS0080R6T3R,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 43x43cm Black",IMS-8,"(43, 43)",43x43cm,Black,IMS-008,95.0,ID_Match
90.0,kufi tekli 67,IM059005ZFV1,IM-059 Kufi Kare Ayetel Kursi 67x67cm Matte Silver,IM-59,"(67, 67)",67x67cm,Matte Silver,IM-059,100.0,Sample_Match
90.0,kufi tekli 67,IM05900C8HVD,IM-059 Kufi Kare Ayetel Kursi 67x67cm Black,IM-59,"(67, 67)",67x67cm,Black,IM-059,100.0,Sample_Match
90.0,kufi tekli 67,IM05900GNB68,IM-059 Kufi Kare Ayetel Kursi 67x67cm Matte Gold,IM-59,"(67, 67)",67x67cm,Matte Gold,IM-059,100.0,Sample_Match
92.0,IMS-008 kufi 3 lü 67,IMS0080C5E50,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 67x67cm Black",IMS-8,"(67, 67)",67x67cm,Black,IMS-008,95.0,ID_Match
92.0,IMS-008 kufi 3 lü 67,IMS0080CRQ0V,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 67x67cm Matte Gold",IMS-8,"(67, 67)",67x67cm,Matte Gold,IMS-008,95.0,ID_Match
92.0,IMS-008 kufi 3 lü 67,IMS0080FKESH,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 67x67cm Matte Silver",IMS-8,"(67, 67)",67x67cm,Matte Silver,IMS-008,95.0,ID_Match
92.0,IMS-008 kufi 3 lü 67,IMS0080RPP79,"IMS-008 Kufi Ayetel Kursi, Felak, Nas Set 67x67cm Matte Copper",IMS-8,"(67, 67)",67x67cm,Matte Copper,IMS-008,95.0,ID_Match
95.0,IM-008 kufic ayetel kursi yatay,IM008002D3DB,IM-008 Ayetel Kursi Kufi Yatay 92x36cm Matte Gold,IM-8,"(92, 36)",92x36cm,Matte Gold,IM-008,100.0,Sample_Match
95.0,IM-008 kufic ayetel kursi yatay,IM008006JR4B,IM-008 Ayetel Kursi Kufi Yatay 92x36cm Matte Copper,IM-8,"(92, 36)",92x36cm,Matte Copper,IM-008,100.0,Sample_Match
95.0,IM-008 kufic ayetel kursi yatay,IM00800GDCGG,IM-008 Ayetel Kursi Kufi Yatay 92x36cm Matte Silver,IM-8,"(92, 36)",92x36cm,Matte Silver,IM-008,95.0,ID_Match
95.0,IM-008 kufic ayetel kursi yatay,IM00800PK63G,IM-008 Ayetel Kursi Kufi Yatay 92x36cm Black,IM-8,"(92, 36)",92x36cm,Black,IM-008,100.0,Sample_Match
96.0,IM-019 kufic yatay besmele,IM019001BSYQ,IM-019 Besmele Kufi Yatay 92x13cm Matte Copper,IM-19,"(92, 13)",92x13cm,Matte Copper,IM-019,95.0,ID_Match
96.0,IM-019 kufic yatay besmele,IM0190076ZQ5,IM-019 Besmele Kufi Yatay 92x13cm Matte Silver,IM-19,"(92, 13)",92x13cm,Matte Silver,IM-019,95.0,ID_Match
96.0,IM-019 kufic yatay besmele,IM01900PQQK7,IM-019 Besmele Kufi Yatay 92x13cm Black,IM-19,"(92, 13)",92x13cm,Black,IM-019,100.0,Sample_Match
96.0,IM-019 kufic yatay besmele,IM01900QWFF7,IM-019 Besmele Kufi Yatay 92x13cm Matte Gold,IM-19,"(92, 13)",92x13cm,Matte Gold,IM-019,100.0,Sample_Match
97.0,IM-085 salavat medium,IM0340097AB2,IM-034 Hadha Min Fadli Dikey 30x67cm Matte Silver,IM-34,"(30, 67)",30x67cm,Matte Silver,IM-034,55.6,Fuzzy_Match
97.0,IM-085 salavat medium,IM03400GD7SK,IM-034 Hadha Min Fadli Dikey 30x67cm Matte Gold,IM-34,"(30, 67)",30x67cm,Matte Gold,IM-034,55.6,Fuzzy_Match
97.0,IM-085 salavat medium,IM03400M3GNF,IM-034 Hadha Min Fadli Dikey 30x67cm Black,IM-34,"(30, 67)",30x67cm,Black,IM-034,55.6,Fuzzy_Match
97.0,IM-085 salavat medium,IM03400R6404,IM-034 Hadha Min Fadli Dikey 30x67cm Matte Copper,IM-34,"(30, 67)",30x67cm,Matte Copper,IM-034,55.6,Fuzzy_Match
97.0,IM-085 salavat medium,IM085001FW7W,IM-085 Salavat Şerif Yatay Oval 67x29cm Black,IM-85,"(67, 29)",67x29cm,Black,IM-085,100.0,Sample_Match
97.0,IM-085 salavat medium,IM085004BYDQ,IM-085 Salavat Şerif Yatay Oval 67x29cm Matte Gold,IM-85,"(67, 29)",67x29cm,Matte Gold,IM-085,95.0,ID_Match
97.0,IM-085 salavat medium,IM08500BRAEM,IM-085 Salavat Şerif Yatay Oval 67x29cm Matte Copper,IM-85,"(67, 29)",67x29cm,Matte Copper,IM-085,95.0,ID_Match
97.0,IM-085 salavat medium,IM08500HM1A4,IM-085 Salavat Şerif Yatay Oval 67x29cm Matte Silver,IM-85,"(67, 29)",67x29cm,Matte Silver,IM-085,95.0,ID_Match
98.0,IM-085 salawat large / TAHRIM,IM085004723A,IM-085 Salavat Şerif Yatay Oval 99x42cm Matte Silver,IM-85,"(99, 42)",99x42cm,Matte Silver,IM-085,95.0,ID_Match
98.0,IM-085 salawat large / TAHRIM,IM085006MBA4,IM-085 Salavat Şerif Yatay Oval 99x42cm Matte Gold,IM-85,"(99, 42)",99x42cm,Matte Gold,IM-085,95.0,ID_Match
98.0,IM-085 salawat large / TAHRIM,IM08500HDR9Q,IM-085 Salavat Şerif Yatay Oval 99x42cm Matte Copper,IM-85,"(99, 42)",99x42cm,Matte Copper,IM-085,95.0,ID_Match
98.0,IM-085 salawat large / TAHRIM,IM08500K3Y13,IM-085 Salavat Şerif Yatay Oval 99x42cm Black,IM-85,"(99, 42)",99x42cm,Black,IM-085,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM1510006BB8,IM-151 Whirling Dervish 43x67cm Matte Silver,IM-151,"(43, 67)",43x67cm,Matte Silver,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM151002VHT3,IM-151 Whirling Dervish 43x67cm Matte Copper,IM-151,"(43, 67)",43x67cm,Matte Copper,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM15100H9GN9,IM-151 Whirling Dervish 43x67cm Shiny Copper,IM-151,"(43, 67)",43x67cm,Shiny Copper,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM15100TXCPQ,IM-151 Whirling Dervish 43x67cm Matte Gold,IM-151,"(43, 67)",43x67cm,Matte Gold,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM15100V80B3,IM-151 Whirling Dervish 43x67cm Black,IM-151,"(43, 67)",43x67cm,Black,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM15100Y15GH,IM-151 Whirling Dervish 43x67cm Shiny Gold,IM-151,"(43, 67)",43x67cm,Shiny Gold,IM-151,95.0,ID_Match
105.0,IM-151 derviş 43*67,IM15100Z1EWT,IM-151 Whirling Dervish 43x67cm Shiny Silver,IM-151,"(43, 67)",43x67cm,Shiny Silver,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100210G3,IM-151 Whirling Dervish 64x100cm Matte Gold,IM-151,"(64, 100)",64x100cm,Matte Gold,IM-151,100.0,Sample_Match
106.0,IM-151 derviş 100x64,IM151006VKY5,IM-151 Whirling Dervish 64x100cm Black,IM-151,"(64, 100)",64x100cm,Black,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100A42AT,IM-151 Whirling Dervish 64x100cm Shiny Silver,IM-151,"(64, 100)",64x100cm,Shiny Silver,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100C5B12,IM-151 Whirling Dervish 64x100cm Shiny Gold,IM-151,"(64, 100)",64x100cm,Shiny Gold,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100JPP1K,IM-151 Whirling Dervish 64x100cm Shiny Copper,IM-151,"(64, 100)",64x100cm,Shiny Copper,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100JY6ZD,IM-151 Whirling Dervish 64x100cm Matte Silver,IM-151,"(64, 100)",64x100cm,Matte Silver,IM-151,95.0,ID_Match
106.0,IM-151 derviş 100x64,IM15100YGQJB,IM-151 Whirling Dervish 64x100cm Matte Copper,IM-151,"(64, 100)",64x100cm,Matte Copper,IM-151,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM132004JMRK,"IM-132 Ehlen ve Sehlen 47,5x22cm Shiny Gold",IM-132,"(48, 22)","47,5x22cm",Shiny Gold,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM132009NBWB,"IM-132 Ehlen ve Sehlen 47,5x22cm Shiny Silver",IM-132,"(48, 22)","47,5x22cm",Shiny Silver,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM13200CXE2N,"IM-132 Ehlen ve Sehlen 47,5x22cm Shiny Copper",IM-132,"(48, 22)","47,5x22cm",Shiny Copper,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM13200G9VAJ,"IM-132 Ehlen ve Sehlen 47,5x22cm Black",IM-132,"(48, 22)","47,5x22cm",Black,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM13200X7PW8,"IM-132 Ehlen ve Sehlen 47,5x22cm Matte Silver",IM-132,"(48, 22)","47,5x22cm",Matte Silver,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM13200XNGH0,"IM-132 Ehlen ve Sehlen 47,5x22cm Matte Copper",IM-132,"(48, 22)","47,5x22cm",Matte Copper,IM-132,95.0,ID_Match
107.0,IM-132 ahlan sahlan small,IM13200Z2H86,"IM-132 Ehlen ve Sehlen 47,5x22cm Matte Gold",IM-132,"(48, 22)","47,5x22cm",Matte Gold,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM132003MCXG,IM-132 Ehlen ve Sehlen 69x32cm Matte Gold,IM-132,"(69, 32)",69x32cm,Matte Gold,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM132009ENGP,IM-132 Ehlen ve Sehlen 69x32cm Black,IM-132,"(69, 32)",69x32cm,Black,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM13200A2PHW,IM-132 Ehlen ve Sehlen 69x32cm Matte Copper,IM-132,"(69, 32)",69x32cm,Matte Copper,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM13200E3Q2H,IM-132 Ehlen ve Sehlen 69x32cm Shiny Gold,IM-132,"(69, 32)",69x32cm,Shiny Gold,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM13200PZ472,IM-132 Ehlen ve Sehlen 69x32cm Shiny Copper,IM-132,"(69, 32)",69x32cm,Shiny Copper,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM13200V580E,IM-132 Ehlen ve Sehlen 69x32cm Matte Silver,IM-132,"(69, 32)",69x32cm,Matte Silver,IM-132,95.0,ID_Match
108.0,IM-132 ahlan sahlan medium,IM13200VZ2G4,IM-132 Ehlen ve Sehlen 69x32cm Shiny Silver,IM-132,"(69, 32)",69x32cm,Shiny Silver,IM-132,95.0,ID_Match
109.0,felak/nas tekli 50x57 boyalı,IM031003CDAT,IM-031 Felak Çubuklu Klasik 50x57cm Matte Gold,IM-31,"(50, 57)",50x57cm,Matte Gold,IM-031,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM0310075KYW,IM-031 Felak Çubuklu Klasik 50x57cm Black,IM-31,"(50, 57)",50x57cm,Black,IM-031,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM0310090F75,IM-031 Felak Çubuklu Klasik 50x57cm Matte Copper,IM-31,"(50, 57)",50x57cm,Matte Copper,IM-031,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM03100JS43P,IM-031 Felak Çubuklu Klasik 50x57cm Matte Silver,IM-31,"(50, 57)",50x57cm,Matte Silver,IM-031,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM0790087S4P,IM-079 Nas Çubuklu Klasik 50x57cm Black,IM-79,"(50, 57)",50x57cm,Black,IM-079,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM07900F0SCW,IM-079 Nas Çubuklu Klasik 50x57cm Matte Gold,IM-79,"(50, 57)",50x57cm,Matte Gold,IM-079,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM07900N1D81,IM-079 Nas Çubuklu Klasik 50x57cm Matte Copper,IM-79,"(50, 57)",50x57cm,Matte Copper,IM-079,85.0,Keyword_Match
109.0,felak/nas tekli 50x57 boyalı,IM07900Q2VCR,IM-079 Nas Çubuklu Klasik 50x57cm Matte Silver,IM-79,"(50, 57)",50x57cm,Matte Silver,IM-079,85.0,Keyword_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS004017RTP,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Matte Gold,IMS-4,"(50, 57)",50x57cm,Matte Gold,IMS-004,95.0,ID_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS00409GM3Y,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Matte Copper,IMS-4,"(50, 57)",50x57cm,Matte Copper,IMS-004,95.0,ID_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS0040ABJVY,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Black,IMS-4,"(50, 57)",50x57cm,Black,IMS-004,95.0,ID_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS0040YW87H,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Matte Silver,IMS-4,"(50, 57)",50x57cm,Matte Silver,IMS-004,95.0,ID_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS0380GKHSK,IMS-038 2 Parça Klasik Çubuklu Felak ve Nas Set 49cm Matte ISOG,IMS-38,,49cm,Matte ISOG,IMS-038,85.0,Keyword_Match
110.0,IMS-004 felak nas ikili 50x57 boyalı set,IMS0380XMAWH,IMS-038 2 Parça Klasik Çubuklu Felak ve Nas Set 49cm Matte IGOS,IMS-38,,49cm,Matte IGOS,IMS-038,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM031005WB5C,IM-031 Felak Çubuklu Klasik 67x77cm Black,IM-31,"(67, 77)",67x77cm,Black,IM-031,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM03100AGEXD,IM-031 Felak Çubuklu Klasik 67x77cm Matte Gold,IM-31,"(67, 77)",67x77cm,Matte Gold,IM-031,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM03100C066Q,IM-031 Felak Çubuklu Klasik 67x77cm Matte Copper,IM-31,"(67, 77)",67x77cm,Matte Copper,IM-031,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM03100MJEHN,IM-031 Felak Çubuklu Klasik 67x77cm Matte Silver,IM-31,"(67, 77)",67x77cm,Matte Silver,IM-031,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM079008N4M8,IM-079 Nas Çubuklu Klasik 67x77cm Matte Gold,IM-79,"(67, 77)",67x77cm,Matte Gold,IM-079,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM07900GZRRN,IM-079 Nas Çubuklu Klasik 67x77cm Matte Silver,IM-79,"(67, 77)",67x77cm,Matte Silver,IM-079,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM07900NEKNE,IM-079 Nas Çubuklu Klasik 67x77cm Black,IM-79,"(67, 77)",67x77cm,Black,IM-079,85.0,Keyword_Match
111.0,felak/nas 67x77  tekli boyalı,IM07900NS1HF,IM-079 Nas Çubuklu Klasik 67x77cm Matte Copper,IM-79,"(67, 77)",67x77cm,Matte Copper,IM-079,85.0,Keyword_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS00402453C,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Matte Silver,IMS-4,"(90, 100)",90x100cm,Matte Silver,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040387RM,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Matte Silver,IMS-4,"(67, 77)",67x77cm,Matte Silver,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS00406JRC3,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Matte Gold,IMS-4,"(67, 77)",67x77cm,Matte Gold,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040D029P,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Matte Copper,IMS-4,"(67, 77)",67x77cm,Matte Copper,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040EV2W4,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Black,IMS-4,"(90, 100)",90x100cm,Black,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040G46AZ,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Matte Copper,IMS-4,"(90, 100)",90x100cm,Matte Copper,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040GS9S3,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Black,IMS-4,"(67, 77)",67x77cm,Black,IMS-004,95.0,ID_Match
112.0,IMS-004 felak nas 67x77 ikili boyalı set,IMS0040NDD5S,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Matte Gold,IMS-4,"(90, 100)",90x100cm,Matte Gold,IMS-004,95.0,ID_Match
113.0,felak/nas tekli 50x57 kaplama,IM03100BY7AV,IM-031 Felak Çubuklu Klasik 50x57cm Shiny Silver,IM-31,"(50, 57)",50x57cm,Shiny Silver,IM-031,85.0,Keyword_Match
113.0,felak/nas tekli 50x57 kaplama,IM03100ETDAX,IM-031 Felak Çubuklu Klasik 50x57cm Shiny Copper,IM-31,"(50, 57)",50x57cm,Shiny Copper,IM-031,85.0,Keyword_Match
113.0,felak/nas tekli 50x57 kaplama,IM03100J1CNY,IM-031 Felak Çubuklu Klasik 50x57cm Shiny Gold,IM-31,"(50, 57)",50x57cm,Shiny Gold,IM-031,85.0,Keyword_Match
113.0,felak/nas tekli 50x57 kaplama,IM07900DPF7Y,IM-079 Nas Çubuklu Klasik 50x57cm Shiny Silver,IM-79,"(50, 57)",50x57cm,Shiny Silver,IM-079,85.0,Keyword_Match
113.0,felak/nas tekli 50x57 kaplama,IM07900K9413,IM-079 Nas Çubuklu Klasik 50x57cm Shiny Copper,IM-79,"(50, 57)",50x57cm,Shiny Copper,IM-079,85.0,Keyword_Match
113.0,felak/nas tekli 50x57 kaplama,IM07900T4JTY,IM-079 Nas Çubuklu Klasik 50x57cm Shiny Gold,IM-79,"(50, 57)",50x57cm,Shiny Gold,IM-079,85.0,Keyword_Match
114.0,IMS-004 felak nas ikili 50x57 kaplama set,IMS004014WQ2,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Shiny Gold,IMS-4,"(50, 57)",50x57cm,Shiny Gold,IMS-004,95.0,ID_Match
114.0,IMS-004 felak nas ikili 50x57 kaplama set,IMS00406NFTH,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Shiny Silver,IMS-4,"(50, 57)",50x57cm,Shiny Silver,IMS-004,95.0,ID_Match
114.0,IMS-004 felak nas ikili 50x57 kaplama set,IMS0040ECPTB,IMS-004 Klasik Çubuklu Felak ve Nas Set 50x57cm Shiny Copper,IMS-4,"(50, 57)",50x57cm,Shiny Copper,IMS-004,95.0,ID_Match
114.0,IMS-004 felak nas ikili 50x57 kaplama set,IMS03806P218,IMS-038 2 Parça Klasik Çubuklu Felak ve Nas Set 49cm Shiny ISOG,IMS-38,,49cm,Shiny ISOG,IMS-038,85.0,Keyword_Match
114.0,IMS-004 felak nas ikili 50x57 kaplama set,IMS0380WGHA6,IMS-038 2 Parça Klasik Çubuklu Felak ve Nas Set 49cm Shiny IGOS,IMS-38,,49cm,Shiny IGOS,IMS-038,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM03100BQGCT,IM-031 Felak Çubuklu Klasik 67x77cm Shiny Silver,IM-31,"(67, 77)",67x77cm,Shiny Silver,IM-031,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM03100HDVDD,IM-031 Felak Çubuklu Klasik 67x77cm Shiny Copper,IM-31,"(67, 77)",67x77cm,Shiny Copper,IM-031,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM03100QHXD5,IM-031 Felak Çubuklu Klasik 67x77cm Shiny Gold,IM-31,"(67, 77)",67x77cm,Shiny Gold,IM-031,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM0790064ZM5,IM-079 Nas Çubuklu Klasik 67x77cm Shiny Gold,IM-79,"(67, 77)",67x77cm,Shiny Gold,IM-079,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM07900705PB,IM-079 Nas Çubuklu Klasik 67x77cm Shiny Silver,IM-79,"(67, 77)",67x77cm,Shiny Silver,IM-079,85.0,Keyword_Match
115.0,felak/nas 67x77  tekli kaplama,IM07900EJK2N,IM-079 Nas Çubuklu Klasik 67x77cm Shiny Copper,IM-79,"(67, 77)",67x77cm,Shiny Copper,IM-079,85.0,Keyword_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS00404VKY8,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Shiny Gold,IMS-4,"(67, 77)",67x77cm,Shiny Gold,IMS-004,95.0,ID_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS0040C5KT6,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Shiny Copper,IMS-4,"(90, 100)",90x100cm,Shiny Copper,IMS-004,95.0,ID_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS0040FT16B,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Shiny Silver,IMS-4,"(67, 77)",67x77cm,Shiny Silver,IMS-004,95.0,ID_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS0040VEE4W,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Shiny Gold,IMS-4,"(90, 100)",90x100cm,Shiny Gold,IMS-004,95.0,ID_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS0040XKKSJ,IMS-004 Klasik Çubuklu Felak ve Nas Set 90x100cm Shiny Silver,IMS-4,"(90, 100)",90x100cm,Shiny Silver,IMS-004,95.0,ID_Match
116.0,IMS-004 felak nas 67x77 ikili kaplama set,IMS0040ZFMRQ,IMS-004 Klasik Çubuklu Felak ve Nas Set 67x77cm Shiny Copper,IMS-4,"(67, 77)",67x77cm,Shiny Copper,IMS-004,95.0,ID_Match
118.0,Renkli metal asma ul husna 67x67 uv (çiçek desenli),IM28300GMV5G,IM-283 Modern UV Baskı Esmaül Hüsna 67x67cm Black,IM-283,"(67, 67)",67x67cm,Black,IM-283,85.0,Keyword_Match
118.0,Renkli metal asma ul husna 67x67 uv (çiçek desenli),IM28300JN4HM,IM-283 Modern UV Baskı Esmaül Hüsna 67x67cm White,IM-283,"(67, 67)",67x67cm,White,IM-283,85.0,Keyword_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM02500A7XQY,IM-025 Esmaül Hüsna Yuvarlak 90x90cm Matte Silver,IM-25,"(90, 90)",90x90cm,Matte Silver,IM-025,95.0,ID_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM02500EHRQZ,IM-025 Esmaül Hüsna Yuvarlak 90x90cm Matte Copper,IM-25,"(90, 90)",90x90cm,Matte Copper,IM-025,95.0,ID_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM02500HMSEM,IM-025 Esmaül Hüsna Yuvarlak 90x90cm Matte Gold,IM-25,"(90, 90)",90x90cm,Matte Gold,IM-025,95.0,ID_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM02500ZETNX,IM-025 Esmaül Hüsna Yuvarlak 90x90cm Black,IM-25,"(90, 90)",90x90cm,Black,IM-025,95.0,ID_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM2980016XZ6,IM-298 Kelimei Sehadet Yuvarlak Hamid Aytac 90x90cm Matte Copper,IM-298,"(90, 90)",90x90cm,Matte Copper,IM-298,85.0,Keyword_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM29800EMFED,IM-298 Kelimei Sehadet Yuvarlak Hamid Aytac 90x90cm Matte Silver,IM-298,"(90, 90)",90x90cm,Matte Silver,IM-298,85.0,Keyword_Match
119.0,IM-025 metal asma ul husna yuvarlak 90,IM29800F439A,IM-298 Kelimei Sehadet Yuvarlak Hamid Aytac 90x90cm Matte Gold,IM-298,"(90, 90)",90x90cm,Matte Gold,IM-298,85.0,Keyword_Match
