Parent_ID,Parent_Name,Child_SKU,Child_Name,Child_Code,Child_Dims,variationSize,variationColor,productIdentifier,Match_Score,Match_Method
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700256NH,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte Silver,IM-7,"(49, 63)",49x63cm,Matte Silver,IM-007,95.0,ID_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM007007RKRQ,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte IGOS,IM-7,"(49, 63)",49x63cm,Matte IGOS,IM-007,100.0,Sample_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700AYVPN,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte Copper,IM-7,"(49, 63)",49x63cm,Matte Copper,IM-007,95.0,ID_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700G3W0P,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte Gold,IM-7,"(49, 63)",49x63cm,Matte Gold,IM-007,95.0,ID_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700KXNG2,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte IGOB,IM-7,"(49, 63)",49x63cm,Matte IGOB,IM-007,100.0,Sample_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700M6RA5,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte ISOG,IM-7,"(49, 63)",49x63cm,Matte ISOG,IM-007,100.0,Sample_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700MEKR2,IM-007 Ayetel Kürsi 2 Parça 49x63cm Matte ISOB,IM-7,"(49, 63)",49x63cm,Matte ISOB,IM-007,100.0,Sample_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM00700MWDJV,IM-007 Ayetel Kürsi 2 Parça 49x63cm Black,IM-7,"(49, 63)",49x63cm,Black,IM-007,95.0,ID_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM0410002E5M,IM-041 İhlas Suresi Büyük Lafızlı Klasik 50x65cm Matte Silver,IM-41,"(50, 65)",50x65cm,Matte Silver,IM-041,51.7,Fuzzy_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM041003PXXG,IM-041 İhlas Suresi Büyük Lafızlı Klasik 50x65cm Black,IM-41,"(50, 65)",50x65cm,Black,IM-041,51.7,Fuzzy_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM041004HHKP,IM-041 İhlas Suresi Büyük Lafızlı Klasik 50x65cm Matte Gold,IM-41,"(50, 65)",50x65cm,Matte Gold,IM-041,51.7,Fuzzy_Match
1.0,IM-007 Ayetel Kürsi 2 Parça Large (Mat-Boyalı),IM04100EANDS,IM-041 İhlas Suresi Büyük Lafızlı Klasik 50x65cm Matte Copper,IM-41,"(50, 65)",50x65cm,Matte Copper,IM-041,51.7,Fuzzy_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM007005D04S,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte IGOB,IM-7,"(70, 90)",70x90cm,Matte IGOB,IM-007,100.0,Sample_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM0070062NBF,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte ISOG,IM-7,"(70, 90)",70x90cm,Matte ISOG,IM-007,95.0,ID_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700CFP06,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte Gold,IM-7,"(70, 90)",70x90cm,Matte Gold,IM-007,95.0,ID_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700F725E,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte Copper,IM-7,"(70, 90)",70x90cm,Matte Copper,IM-007,95.0,ID_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700FZC53,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte Silver,IM-7,"(70, 90)",70x90cm,Matte Silver,IM-007,95.0,ID_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700H3MAF,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte IGOS,IM-7,"(70, 90)",70x90cm,Matte IGOS,IM-007,100.0,Sample_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700KTSS5,IM-007 Ayetel Kürsi 2 Parça 70x90cm Black,IM-7,"(70, 90)",70x90cm,Black,IM-007,95.0,ID_Match
2.0,IM-007 Ayetel Kürsi 2 Parça XL  (Mat-Boyalı),IM00700ZHE69,IM-007 Ayetel Kürsi 2 Parça 70x90cm Matte ISOB,IM-7,"(70, 90)",70x90cm,Matte ISOB,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM007004WQKV,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte Gold,IM-7,"(90, 115)",90x115cm,Matte Gold,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM007005P8RF,IM-007 Ayetel Kürsi 2 Parça 90x115cm Black,IM-7,"(90, 115)",90x115cm,Black,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM007008VNS7,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte Copper,IM-7,"(90, 115)",90x115cm,Matte Copper,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM00700G874K,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte ISOG,IM-7,"(90, 115)",90x115cm,Matte ISOG,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM00700J6EFV,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte IGOB,IM-7,"(90, 115)",90x115cm,Matte IGOB,IM-007,100.0,Sample_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM00700SQVFF,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte IGOS,IM-7,"(90, 115)",90x115cm,Matte IGOS,IM-007,100.0,Sample_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM00700V9VZJ,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte ISOB,IM-7,"(90, 115)",90x115cm,Matte ISOB,IM-007,95.0,ID_Match
3.0,IM-007 Ayetel Kürsi 2 Parça XXL  (Mat-Boyalı),IM00700VKNM7,IM-007 Ayetel Kürsi 2 Parça 90x115cm Matte Silver,IM-7,"(90, 115)",90x115cm,Matte Silver,IM-007,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS05000PTF7,IMS-050 Ayetel Kürsi Salli Barik Set L Matte IGOS,IMS-50,,L,Matte IGOS,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS05005D92N,IMS-050 Ayetel Kürsi Salli Barik Set M Matte IGOS,IMS-50,,M,Matte IGOS,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS05008RRRH,IMS-050 Ayetel Kürsi Salli Barik Set L Matte IGOB,IMS-50,,L,Matte IGOB,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS05009B94H,IMS-050 Ayetel Kürsi Salli Barik Set M Matte Silver,IMS-50,,M,Matte Silver,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500BTSCV,IMS-050 Ayetel Kürsi Salli Barik Set L Matte ISOG,IMS-50,,L,Matte ISOG,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500ED93E,IMS-050 Ayetel Kürsi Salli Barik Set L Matte ISOB,IMS-50,,L,Matte ISOB,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500HGFJ2,IMS-050 Ayetel Kürsi Salli Barik Set M Matte ISOG,IMS-50,,M,Matte ISOG,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500HH7BD,IMS-050 Ayetel Kürsi Salli Barik Set M Matte ISOB,IMS-50,,M,Matte ISOB,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500P144B,IMS-050 Ayetel Kürsi Salli Barik Set L Matte Silver,IMS-50,,L,Matte Silver,IMS-050,95.0,ID_Match
4.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat Large,IMS0500SJYP0,IMS-050 Ayetel Kürsi Salli Barik Set L Matte Gold,IMS-50,,L,Matte Gold,IMS-050,95.0,ID_Match
5.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XLarge,IMS05000DM33,IMS-050 Ayetel Kürsi Salli Barik Set XL Matte ISOG,IMS-50,,XL,Matte ISOG,IMS-050,95.0,ID_Match
5.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XLarge,IMS0500BKKXP,IMS-050 Ayetel Kürsi Salli Barik Set XL Matte IGOB,IMS-50,,XL,Matte IGOB,IMS-050,95.0,ID_Match
5.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XLarge,IMS0500ZVZAJ,IMS-050 Ayetel Kürsi Salli Barik Set XL Matte Gold,IMS-50,,XL,Matte Gold,IMS-050,95.0,ID_Match
6.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XXLarge,IMS050005W8B,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Matte IGOB,IMS-50,,2XL,Matte IGOB,IMS-050,95.0,ID_Match
6.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XXLarge,IMS05003FNZ1,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Matte IGOS,IMS-50,,2XL,Matte IGOS,IMS-050,95.0,ID_Match
6.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XXLarge,IMS05008MQ6Q,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Matte ISOB,IMS-50,,2XL,Matte ISOB,IMS-050,95.0,ID_Match
6.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XXLarge,IMS0500EA7EB,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Matte Silver,IMS-50,,2XL,Matte Silver,IMS-050,95.0,ID_Match
6.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Mat XXLarge,IMS0500MEPHS,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Matte Gold,IMS-50,,2XL,Matte Gold,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS05001AY8S,IMS-050 Ayetel Kürsi Salli Barik Set L Shiny ISOG,IMS-50,,L,Shiny ISOG,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS05001ZD79,IMS-050 Ayetel Kürsi Salli Barik Set L Shiny Copper,IMS-50,,L,Shiny Copper,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500515VA,IMS-050 Ayetel Kürsi Salli Barik Set L Shiny Silver,IMS-50,,L,Shiny Silver,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS05006V654,IMS-050 Ayetel Kürsi Salli Barik Set L Shiny Gold,IMS-50,,L,Shiny Gold,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500FGCJ9,IMS-050 Ayetel Kürsi Salli Barik Set M Shiny ISOG,IMS-50,,M,Shiny ISOG,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500MP1WP,IMS-050 Ayetel Kürsi Salli Barik Set M Shiny IGOB,IMS-50,,M,Shiny IGOB,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500Q65A2,IMS-050 Ayetel Kürsi Salli Barik Set M Shiny ISOB,IMS-50,,M,Shiny ISOB,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500WR148,IMS-050 Ayetel Kürsi Salli Barik Set M Shiny Silver,IMS-50,,M,Shiny Silver,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500YJFS9,IMS-050 Ayetel Kürsi Salli Barik Set L Shiny IGOS,IMS-50,,L,Shiny IGOS,IMS-050,95.0,ID_Match
7.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny Large,IMS0500ZKP32,IMS-050 Ayetel Kürsi Salli Barik Set M Shiny IGOS,IMS-50,,M,Shiny IGOS,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS05001GM4A,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny IGOB,IMS-50,,XL,Shiny IGOB,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS05005VXHJ,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny ISOG,IMS-50,,XL,Shiny ISOG,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS0500A501X,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny Copper,IMS-50,,XL,Shiny Copper,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS0500CNWDY,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny Gold,IMS-50,,XL,Shiny Gold,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS0500DVB57,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny ISOB,IMS-50,,XL,Shiny ISOB,IMS-050,95.0,ID_Match
8.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XLarge,IMS0500JX1VB,IMS-050 Ayetel Kürsi Salli Barik Set XL Shiny IGOS,IMS-50,,XL,Shiny IGOS,IMS-050,95.0,ID_Match
9.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XXLarge,IMS0500007WD,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Shiny ISOB,IMS-50,,2XL,Shiny ISOB,IMS-050,95.0,ID_Match
9.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XXLarge,IMS05005P1CM,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Shiny IGOB,IMS-50,,2XL,Shiny IGOB,IMS-050,95.0,ID_Match
9.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XXLarge,IMS0500PCNVB,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Shiny Copper,IMS-50,,2XL,Shiny Copper,IMS-050,95.0,ID_Match
9.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XXLarge,IMS0500Q4070,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Shiny Gold,IMS-50,,2XL,Shiny Gold,IMS-050,95.0,ID_Match
9.0,IMS-50 Ayetel Kürsi Salli Barik Set 2 parça Shiny XXLarge,IMS0500RV4WG,IMS-050 Ayetel Kürsi Salli Barik Set 2XL Shiny Silver,IMS-50,,2XL,Shiny Silver,IMS-050,95.0,ID_Match
12.0,IM-006 Tek Parça AK Medium,IM0060061QP0,IM-006 Ayetel Kürsi Klasik 37x47.5cm Black,IM-6,"(37, 48)",37x47.5cm,Black,IM-006,100.0,Sample_Match
12.0,IM-006 Tek Parça AK Medium,IM006007T620,IM-006 Ayetel Kürsi Klasik 37x47.5cm Matte Gold,IM-6,"(37, 48)",37x47.5cm,Matte Gold,IM-006,100.0,Sample_Match
12.0,IM-006 Tek Parça AK Medium,IM00600BDK2F,IM-006 Ayetel Kürsi Klasik 37x47.5cm Matte Copper,IM-6,"(37, 48)",37x47.5cm,Matte Copper,IM-006,100.0,Sample_Match
12.0,IM-006 Tek Parça AK Medium,IM00600WCMMC,IM-006 Ayetel Kürsi Klasik 37x47.5cm Matte Silver,IM-6,"(37, 48)",37x47.5cm,Matte Silver,IM-006,100.0,Sample_Match
13.0,IM-006 Tek Parça AK Large,IM00600DV5ZK,IM-006 Ayetel Kürsi Klasik 50x65cm Matte Silver,IM-6,"(50, 65)",50x65cm,Matte Silver,IM-006,100.0,Sample_Match
13.0,IM-006 Tek Parça AK Large,IM00600KHG5K,IM-006 Ayetel Kürsi Klasik 50x65cm Black,IM-6,"(50, 65)",50x65cm,Black,IM-006,100.0,Sample_Match
13.0,IM-006 Tek Parça AK Large,IM00600TVNFN,IM-006 Ayetel Kürsi Klasik 50x65cm Matte Gold,IM-6,"(50, 65)",50x65cm,Matte Gold,IM-006,100.0,Sample_Match
13.0,IM-006 Tek Parça AK Large,IM00600V2Q4Z,IM-006 Ayetel Kürsi Klasik 50x65cm Matte Copper,IM-6,"(50, 65)",50x65cm,Matte Copper,IM-006,100.0,Sample_Match
14.0,IM-006 Tek Parça AK XL,IM0060035C70,IM-006 Ayetel Kürsi Klasik 67x87cm Black,IM-6,"(67, 87)",67x87cm,Black,IM-006,100.0,Sample_Match
14.0,IM-006 Tek Parça AK XL,IM006005KBK2,IM-006 Ayetel Kürsi Klasik 67x87cm Matte Copper,IM-6,"(67, 87)",67x87cm,Matte Copper,IM-006,100.0,Sample_Match
14.0,IM-006 Tek Parça AK XL,IM00600NPYBC,IM-006 Ayetel Kürsi Klasik 67x87cm Matte Silver,IM-6,"(67, 87)",67x87cm,Matte Silver,IM-006,100.0,Sample_Match
14.0,IM-006 Tek Parça AK XL,IM00600ZGWCD,IM-006 Ayetel Kürsi Klasik 67x87cm Matte Gold,IM-6,"(67, 87)",67x87cm,Matte Gold,IM-006,100.0,Sample_Match
15.0,IM-006 Tek Parça AK 2XL,IM006008JFCY,IM-006 Ayetel Kürsi Klasik 90x115cm Black,IM-6,"(90, 115)",90x115cm,Black,IM-006,100.0,Sample_Match
15.0,IM-006 Tek Parça AK 2XL,IM006009WY53,IM-006 Ayetel Kürsi Klasik 90x115cm Matte Copper,IM-6,"(90, 115)",90x115cm,Matte Copper,IM-006,100.0,Sample_Match
15.0,IM-006 Tek Parça AK 2XL,IM00600N6HPG,IM-006 Ayetel Kürsi Klasik 90x115cm Matte Gold,IM-6,"(90, 115)",90x115cm,Matte Gold,IM-006,100.0,Sample_Match
15.0,IM-006 Tek Parça AK 2XL,IM00600SF0MS,IM-006 Ayetel Kürsi Klasik 90x115cm Matte Silver,IM-6,"(90, 115)",90x115cm,Matte Silver,IM-006,100.0,Sample_Match
16.0,100/25-30 boyalı,CM02700ADHGD,CM-027 Welcome 20x99cm Copper,CM-27,"(20, 99)",20x99cm,Copper,CM-027,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,CM02700K95AF,CM-027 Welcome 20x99cm Black,CM-27,"(20, 99)",20x99cm,Black,CM-027,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,CM02700RKS28,CM-027 Welcome 20x99cm Gold,CM-27,"(20, 99)",20x99cm,Gold,CM-027,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,CM02700Z5C15,CM-027 Welcome 20x99cm Silver,CM-27,"(20, 99)",20x99cm,Silver,CM-027,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM0130006XVJ,IM-013 Bakara 152 Kolon Stil 24x99cm Matte Silver,IM-13,"(24, 99)",24x99cm,Matte Silver,IM-013,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM01300FPJXA,IM-013 Bakara 152 Kolon Stil 24x99cm Matte Gold,IM-13,"(24, 99)",24x99cm,Matte Gold,IM-013,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM01300TS49F,IM-013 Bakara 152 Kolon Stil 24x99cm Black,IM-13,"(24, 99)",24x99cm,Black,IM-013,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM01300XJS7K,IM-013 Bakara 152 Kolon Stil 24x99cm Matte Copper,IM-13,"(24, 99)",24x99cm,Matte Copper,IM-013,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM015005GNNF,IM-015 Bereket Duası Divani 99x23cm Black,IM-15,"(99, 23)",99x23cm,Black,IM-015,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01500FK387,IM-015 Bereket Duası Divani 99x23cm Matte Gold,IM-15,"(99, 23)",99x23cm,Matte Gold,IM-015,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01500G2DD8,IM-015 Bereket Duası Divani 99x23cm Matte Copper,IM-15,"(99, 23)",99x23cm,Matte Copper,IM-015,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01500G9FN7,IM-015 Bereket Duası Divani 99x23cm Matte Silver,IM-15,"(99, 23)",99x23cm,Matte Silver,IM-015,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01800ESRTP,IM-018 Besmele Dikey Kolon Stil 24x99cm Black,IM-18,"(24, 99)",24x99cm,Black,IM-018,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01800FNTED,IM-018 Besmele Dikey Kolon Stil 24x99cm Matte Copper,IM-18,"(24, 99)",24x99cm,Matte Copper,IM-018,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01800FWSM3,IM-018 Besmele Dikey Kolon Stil 24x99cm Matte Gold,IM-18,"(24, 99)",24x99cm,Matte Gold,IM-018,100.0,Sample_Match
16.0,100/25-30 boyalı,IM01800XGK18,IM-018 Besmele Dikey Kolon Stil 24x99cm Matte Silver,IM-18,"(24, 99)",24x99cm,Matte Silver,IM-018,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03500JAG20,IM-035 Hadha Min Fadli Yatay (Neml 40) 99x25cm Black,IM-35,"(99, 25)",99x25cm,Black,IM-035,100.0,Sample_Match
16.0,100/25-30 boyalı,IM03500MN0ZX,IM-035 Hadha Min Fadli Yatay (Neml 40) 99x25cm Matte Gold,IM-35,"(99, 25)",99x25cm,Matte Gold,IM-035,100.0,Sample_Match
16.0,100/25-30 boyalı,IM03500SD13F,IM-035 Hadha Min Fadli Yatay (Neml 40) 99x25cm Matte Silver,IM-35,"(99, 25)",99x25cm,Matte Silver,IM-035,100.0,Sample_Match
16.0,100/25-30 boyalı,IM03500WWB4X,IM-035 Hadha Min Fadli Yatay (Neml 40) 99x25cm Matte Copper,IM-35,"(99, 25)",99x25cm,Matte Copper,IM-035,100.0,Sample_Match
16.0,100/25-30 boyalı,IM036003KWXW,IM-036 Hasbiyallah La ilahe İllahu - Tevbe 129 99x30cm Black,IM-36,"(99, 30)",99x30cm,Black,IM-036,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM036006F1WS,IM-036 Hasbiyallah La ilahe İllahu - Tevbe 129 99x30cm Matte Copper,IM-36,"(99, 30)",99x30cm,Matte Copper,IM-036,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM0360079YAC,IM-036 Hasbiyallah La ilahe İllahu - Tevbe 129 99x30cm Matte Silver,IM-36,"(99, 30)",99x30cm,Matte Silver,IM-036,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03600893H0,IM-036 Hasbiyallah La ilahe İllahu - Tevbe 129 99x30cm Matte Gold,IM-36,"(99, 30)",99x30cm,Matte Gold,IM-036,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03700047MH,IM-037 Hasbunallah Ve Nimel Vekil Büyük Lamlı 99x39cm Black,IM-37,"(99, 39)",99x39cm,Black,IM-037,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM0370017V3R,IM-037 Hasbunallah Ve Nimel Vekil Büyük Lamlı 99x39cm Matte Silver,IM-37,"(99, 39)",99x39cm,Matte Silver,IM-037,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03700QRXWB,IM-037 Hasbunallah Ve Nimel Vekil Büyük Lamlı 99x39cm Matte Gold,IM-37,"(99, 39)",99x39cm,Matte Gold,IM-037,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03700XX84M,IM-037 Hasbunallah Ve Nimel Vekil Büyük Lamlı 99x39cm Matte Copper,IM-37,"(99, 39)",99x39cm,Matte Copper,IM-037,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM038005ZNC6,IM-038 Hasbunallah Ve Nimel Vekil Klasik 99x33cm Matte Silver,IM-38,"(99, 33)",99x33cm,Matte Silver,IM-038,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03800BSFQN,IM-038 Hasbunallah Ve Nimel Vekil Klasik 99x33cm Black,IM-38,"(99, 33)",99x33cm,Black,IM-038,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03800BY6TE,IM-038 Hasbunallah Ve Nimel Vekil Klasik 99x33cm Matte Copper,IM-38,"(99, 33)",99x33cm,Matte Copper,IM-038,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM03800TCC28,IM-038 Hasbunallah Ve Nimel Vekil Klasik 99x33cm Matte Gold,IM-38,"(99, 33)",99x33cm,Matte Gold,IM-038,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM043009YRCJ,IM-043 İnna Lillahi ve İnna İleyhi raciun 99x27cm Black,IM-43,"(99, 27)",99x27cm,Black,IM-043,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,CM094000X7YW,CM-094 3 Katmanlı At Sürüsü 100x27cm Without Led,CM-94,"(100, 27)",100x27cm,Without Led,CM-094,35.0,Auto_Parent
16.0,100/25-30 boyalı,IM04300MTPPA,IM-043 İnna Lillahi ve İnna İleyhi raciun 99x27cm Matte Silver,IM-43,"(99, 27)",99x27cm,Matte Silver,IM-043,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM04300PYM6P,IM-043 İnna Lillahi ve İnna İleyhi raciun 99x27cm Matte Gold,IM-43,"(99, 27)",99x27cm,Matte Gold,IM-043,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM04300XQH2P,IM-043 İnna Lillahi ve İnna İleyhi raciun 99x27cm Matte Copper,IM-43,"(99, 27)",99x27cm,Matte Copper,IM-043,88.0,IM_Bucket_Match
16.0,100/25-30 boyalı,IM0520017X73,IM-052 Kelimei Şahadet Yatay 99x24cm Black,IM-52,"(99, 24)",99x24cm,Black,IM-052,100.0,Sample_Match
16.0,100/25-30 boyalı,IM05200XTYHC,IM-052 Kelimei Şahadet Yatay 99x24cm Matte Gold,IM-52,"(99, 24)",99x24cm,Matte Gold,IM-052,100.0,Sample_Match
16.0,100/25-30 boyalı,IM056008BP8H,IM-056 Kelimei Tevhid Uzun Stil 99x24cm Black,IM-56,"(99, 24)",99x24cm,Black,IM-056,100.0,Sample_Match
